candidate,gender,party,count,transfer,total,condition,constituency_x,quota,seats,constituency_y
"Corcoran, Caroline",F,Independent Ireland,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Cosgrove, Nessa",F,Labour Party,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Feighan, Frankie",M,Fine Gael,13,0.0,12241.0,Elected,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Gallagher, Bláithín",F,Green Party,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Guckian, Des",M,Non-party,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Harkin, Marian",F,Non-party,13,1339.0,10168.0,Elected,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Kelly, Michael",M,Irish Freedom Party,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Kenny, Martin",M,Sinn Féin,13,-4052.0,11381.0,Elected,Sligo-Leitrim,11381,4,Sligo-Leitrim
"MacConville, Diarmuid",M,Non-party,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"MacManus, Chris",M,Sinn Féin,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"McSharry, Edel",F,Fianna Fáil,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Monaghan, Graham",M,Aontú,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"O'Boyle, Gino",M,People Before Profit-Solidarity,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"O'Rourke, Paddy",M,Fianna Fáil,13,0.0,0.0,Eliminated,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Scanlon, Eamon",M,Fianna Fáil,13,318.0,10285.0,Elected,Sligo-Leitrim,11381,4,Sligo-Leitrim
"Bennett, Fidelma",F,Labour Party,1,0.0,1574.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,1,0.0,115.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,1,0.0,10864.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,1,0.0,2344.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,1,0.0,507.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,1,0.0,7090.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,1,0.0,6998.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,1,0.0,528.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,1,0.0,5231.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,1,0.0,915.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,1,0.0,2956.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,1,0.0,48.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,1,0.0,66.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,1,0.0,864.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,1,0.0,8056.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,1,0.0,464.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,1,0.0,1926.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,1,0.0,960.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,1,0.0,8116.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,1,0.0,2262.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,2,32.0,1606.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,2,1.0,116.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,2,-549.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,2,3.0,2347.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,2,101.0,608.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,2,107.0,7197.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,2,18.0,7016.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,2,5.0,533.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,2,8.0,5239.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,2,5.0,920.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,2,14.0,2970.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,2,0.0,48.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,2,1.0,67.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,2,2.0,866.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,2,33.0,8089.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,2,4.0,468.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,2,10.0,1936.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,2,3.0,963.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,2,200.0,8316.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,2,2.0,2264.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,3,13.0,1619.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,3,-116.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,3,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,3,10.0,2357.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,3,4.0,612.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,3,5.0,7202.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,3,10.0,7026.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,3,2.0,535.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,3,5.0,5244.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,3,32.0,952.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,3,18.0,2988.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,3,-48.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,3,-67.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,3,12.0,878.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,3,23.0,8112.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,3,6.0,474.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,3,35.0,1971.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,3,5.0,968.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,3,18.0,8334.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,3,17.0,2281.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,4,147.0,1766.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,4,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,4,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,4,7.0,2364.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,4,14.0,626.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,4,36.0,7238.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,4,33.0,7059.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,4,11.0,546.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,4,12.0,5256.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,4,59.0,1011.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,4,5.0,2993.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,4,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,4,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,4,5.0,883.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,4,26.0,8138.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,4,-474.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,4,22.0,1993.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,4,41.0,1009.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,4,37.0,8371.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,4,7.0,2288.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,5,11.0,1777.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,5,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,5,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,5,6.0,2370.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,5,32.0,658.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,5,13.0,7251.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,5,13.0,7072.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,5,-546.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,5,173.0,5429.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,5,20.0,1031.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,5,37.0,3030.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,5,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,5,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,5,0.0,883.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,5,99.0,8237.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,5,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,5,6.0,1999.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,5,3.0,1012.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,5,110.0,8481.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,5,0.0,2288.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,6,23.0,1800.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,6,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,6,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,6,4.0,2374.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,6,-658.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,6,346.0,7597.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,6,11.0,7083.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,6,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,6,14.0,5443.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,6,28.0,1059.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,6,21.0,3051.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,6,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,6,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,6,1.0,884.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,6,121.0,8358.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,6,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,6,7.0,2006.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,6,4.0,1016.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,6,43.0,8524.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,6,6.0,2294.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,7,13.0,1813.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,7,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,7,10.0,2384.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,7,7.0,7604.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,7,43.0,7126.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,7,15.0,5458.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,7,41.0,1100.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,7,239.0,3290.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,7,-884.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,7,98.0,8456.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,7,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,7,242.0,2248.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,7,31.0,1047.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,7,25.0,8549.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,7,53.0,2347.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,8,180.0,1993.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,8,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,8,105.0,2489.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,8,26.0,7630.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,8,271.0,7397.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,8,32.0,5490.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,8,150.0,1250.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,8,46.0,3336.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,8,58.0,8514.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,8,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,8,51.0,2299.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,8,-1047.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,8,34.0,8583.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,8,42.0,2389.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,9,307.0,2300.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,9,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,9,38.0,2527.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,9,49.0,7679.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,9,175.0,7572.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,9,17.0,5507.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,9,-1250.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,9,92.0,3428.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,9,298.0,8812.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,9,63.0,2362.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,9,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,9,70.0,8653.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,9,43.0,2432.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,10,-2300.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,10,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,10,140.0,2667.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,10,266.0,7945.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,10,421.0,7993.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,10,98.0,5605.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,10,109.0,3537.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Moran, Kevin Boxer",M,Non-party,10,257.0,9069.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Okeke, Carol",F,Green Party,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"O'Neill, Laura",F,Aontú,10,110.0,2472.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Smyth, Dave",M,People Before Profit-Solidarity,10,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Troy, Robert",M,Fianna Fáil,10,414.0,9067.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Warnock, Gerry",M,Non-party,10,70.0,2502.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Bennett, Fidelma",F,Labour Party,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Bradley, Paul",M,Non-party,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Burke, Peter",M,Fine Gael,11,0.0,10315.0,Elected,Longford-Westmeath,10315,5,Longford-Westmeath
"Campion, Barry",M,Sinn Féin,11,116.0,2783.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cannon, Tanya",F,Fine Gael,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Carrigy, Micheál",M,Fine Gael,11,117.0,8062.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Clarke, Sorca",F,Sinn Féin,11,322.0,8315.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Cunniffe, Dympna",F,Fianna Fáil,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Flaherty, Joe",M,Fianna Fáil,11,88.0,5693.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Heavin, Louise",F,Non-party,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Hogan, Paul",M,Independent Ireland,11,496.0,4033.0,Continuing,Longford-Westmeath,10315,5,Longford-Westmeath
"Jackson, Donal",M,Non-party,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Keenan, Charlotte",F,Non-party,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
"Maguire, Margaret Alacoque",F,Ireland First,11,0.0,0.0,Eliminated,Longford-Westmeath,10315,5,Longford-Westmeath
